"ZIP
code [1]",Size of adjusted gross income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents
13856,"$75,000 under $100,000",220,40,170,**,160,510,110
13856,"$100,000 under $200,000",190,30,160,**,140,500,160
13856,"$200,000 or more",30,**,20,**,20,70,**
,,,,,,,,
13861,,330,160,140,20,170,580,140
13861,"$1 under $25,000",110,90,**,20,50,130,30
13861,"$25,000 under $50,000",90,50,40,**,40,140,30
13861,"$50,000 under $75,000",40,20,30,**,30,90,20
13861,"$75,000 under $100,000",40,**,30,**,20,100,30
13861,"$100,000 under $200,000",50,**,40,**,30,120,30
13861,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13862,,"1,860",840,750,220,"1,020","3,580","1,100"
13862,"$1 under $25,000",720,490,110,100,350,990,280
13862,"$25,000 under $50,000",490,240,160,80,280,980,330
13862,"$50,000 under $75,000",280,80,160,40,160,620,180
13862,"$75,000 under $100,000",180,30,150,**,110,470,150
13862,"$100,000 under $200,000",190,**,170,**,120,520,160
13862,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13863,,210,80,80,30,100,400,130
13863,"$1 under $25,000",90,50,**,30,30,120,30
13863,"$25,000 under $50,000",60,30,60,**,30,120,40
13863,"$50,000 under $75,000",30,**,**,**,40,80,30
13863,"$75,000 under $100,000",30,**,20,0,**,80,30
13863,"$100,000 under $200,000",**,**,**,**,**,**,**
13863,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13864,,510,250,190,60,180,900,230
13864,"$1 under $25,000",190,130,30,30,50,270,60
13864,"$25,000 under $50,000",150,80,40,30,50,260,80
13864,"$50,000 under $75,000",80,40,40,**,40,150,30
13864,"$75,000 under $100,000",40,**,40,**,20,110,30
13864,"$100,000 under $200,000",50,**,40,**,20,110,30
13864,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
13865,,"2,760","1,240","1,220",260,"1,240","5,290","1,520"
13865,"$1 under $25,000",1030,730,180,110,370,1360,360
13865,"$25,000 under $50,000",710,330,250,110,310,1360,400
13865,"$50,000 under $75,000",430,120,270,40,230,990,290
13865,"$75,000 under $100,000",280,40,230,**,150,700,180
13865,"$100,000 under $200,000",280,20,260,**,150,790,260
13865,"$200,000 or more",30,**,30,0,30,90,30
,,,,,,,,
13901,,"8,420","4,270","2,880","1,120","3,500","15,250","4,480"
13901,"$1 under $25,000",3520,2460,380,630,1180,4790,1410
13901,"$25,000 under $50,000",1910,1080,450,320,750,3280,920
13901,"$50,000 under $75,000",1170,500,540,110,560,2290,590
13901,"$75,000 under $100,000",710,140,520,60,360,1740,510
13901,"$100,000 under $200,000",960,90,850,**,540,2710,900
13901,"$200,000 or more",150,**,140,0,110,440,150
,,,,,,,,
13903,,"8,510","4,390","2,830","1,140","3,600","15,100","4,300"
13903,"$1 under $25,000",3420,2360,360,640,1190,4730,1480
13903,"$25,000 under $50,000",2070,1210,490,330,770,3580,1020
13903,"$50,000 under $75,000",1170,530,500,100,550,2220,550
13903,"$75,000 under $100,000",700,160,480,40,360,1580,410
13903,"$100,000 under $200,000",880,100,770,30,510,2300,650
13903,"$200,000 or more",270,30,230,**,220,690,190
,,,,,,,,
13904,,"4,060","2,070","1,340",590,"1,630","7,240","2,030"
13904,"$1 under $25,000",1700,1160,210,320,570,2400,690
13904,"$25,000 under $50,000",1070,570,290,180,410,1910,550
13904,"$50,000 under $75,000",630,250,310,60,280,1240,300
13904,"$75,000 under $100,000",290,60,200,30,140,660,170
13904,"$100,000 under $200,000",320,30,290,**,190,900,280
13904,"$200,000 or more",50,**,40,0,40,130,40
,,,,,,,,
13905,,"10,710","6,130","2,930","1,430","4,430","17,960","4,850"
13905,"$1 under $25,000",4810,3430,460,850,1610,6740,1990
13905,"$25,000 under $50,000",2590,1590,540,390,1000,4220,1110
13905,"$50,000 under $75,000",1350,690,490,120,660,2410,570
13905,"$75,000 under $100,000",790,240,510,30,420,1730,420
13905,"$100,000 under $200,000",960,150,760,40,580,2320,600
13905,"$200,000 or more",210,30,170,**,160,540,160
,,,,,,,,
14001,,"4,820","2,370","2,000",380,"2,950","8,600","2,220"
14001,"$1 under $25,000",1600,1220,220,130,850,1670,270
14001,"$25,000 under $50,000",1200,740,300,140,700,1920,430
14001,"$50,000 under $75,000",740,270,390,60,510,1520,390
14001,"$75,000 under $100,000",520,80,400,50,350,1300,390
14001,"$100,000 under $200,000",660,60,600,**,460,1920,660
14001,"$200,000 or more",100,**,90,0,80,270,80
,,,,,,,,
14004,,"5,440","2,530","2,350",450,"3,440","9,910","2,650"
14004,"$1 under $25,000",1750,1380,200,160,980,1770,320
14004,"$25,000 under $50,000",1210,700,320,150,710,2010,490
14004,"$50,000 under $75,000",890,300,470,90,610,1890,530
14004,"$75,000 under $100,000",690,100,530,50,510,1680,470
14004,"$100,000 under $200,000",820,50,750,**,570,2330,770
14004,"$200,000 or more",80,**,80,0,60,230,70
,,,,,,,,
14005,,930,470,360,80,570,"1,690",510
14005,"$1 under $25,000",330,270,30,30,180,350,90
14005,"$25,000 under $50,000",230,130,60,50,140,390,110
14005,"$50,000 under $75,000",160,70,80,**,90,350,110
14005,"$75,000 under $100,000",110,**,90,**,80,300,100
14005,"$100,000 under $200,000",100,**,100,**,80,300,100
14005,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14006,,"4,730","2,430","1,750",480,"2,750","8,260","2,140"
14006,"$1 under $25,000",1670,1270,180,200,820,1980,460
14006,"$25,000 under $50,000",1230,710,330,170,680,2090,540
14006,"$50,000 under $75,000",750,290,370,70,490,1500,380
14006,"$75,000 under $100,000",500,100,360,40,330,1180,330
14006,"$100,000 under $200,000",520,60,460,**,380,1370,390
14006,"$200,000 or more",60,**,50,**,50,140,40
,,,,,,,,
14008,,710,340,290,70,470,"1,310",370
14008,"$1 under $25,000",270,210,30,30,160,320,80
14008,"$25,000 under $50,000",190,90,70,40,120,350,90
14008,"$50,000 under $75,000",110,40,70,**,80,250,70
14008,"$75,000 under $100,000",60,**,50,**,50,150,40
14008,"$100,000 under $200,000",80,**,70,0,60,240,90
14008,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14009,,"2,560","1,220","1,020",270,"1,630","4,730","1,330"
14009,"$1 under $25,000",880,630,130,110,520,1080,250
14009,"$25,000 under $50,000",730,390,200,100,460,1290,360
14009,"$50,000 under $75,000",420,130,240,60,280,940,270
14009,"$75,000 under $100,000",250,70,190,**,170,640,200
14009,"$100,000 under $200,000",250,**,230,**,180,700,220
14009,"$200,000 or more",30,**,30,0,20,80,30
,,,,,,,,
14011,,"2,900","1,400","1,180",280,"1,840","5,310","1,470"
14011,"$1 under $25,000",910,680,100,110,500,1040,260
14011,"$25,000 under $50,000",780,470,200,100,500,1280,300
14011,"$50,000 under $75,000",510,190,260,70,340,1090,330
14011,"$75,000 under $100,000",330,40,280,**,230,840,230
14011,"$100,000 under $200,000",330,20,310,**,240,960,320
14011,"$200,000 or more",40,**,30,**,30,100,30
,,,,,,,,
14012,,"1,110",470,500,130,720,"2,170",630
14012,"$1 under $25,000",400,270,70,50,240,530,140
14012,"$25,000 under $50,000",280,120,120,50,190,570,170
14012,"$50,000 under $75,000",190,50,110,30,120,410,110
14012,"$75,000 under $100,000",110,30,90,**,70,320,110
14012,"$100,000 under $200,000",130,**,110,**,100,340,100
14012,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14013,,710,340,280,80,440,"1,340",400
14013,"$1 under $25,000",300,220,40,40,170,410,120
14013,"$25,000 under $50,000",180,90,60,40,110,340,100
14013,"$50,000 under $75,000",110,30,70,**,70,250,70
14013,"$75,000 under $100,000",60,**,50,**,40,160,50
14013,"$100,000 under $200,000",60,**,60,**,50,180,60
14013,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14020,,"10,180","5,300","3,420","1,260","5,520","17,830","4,910"
14020,"$1 under $25,000",4220,3040,510,620,1920,5530,1460
14020,"$25,000 under $50,000",2560,1460,570,460,1320,4390,1270
14020,"$50,000 under $75,000",1450,550,720,130,900,2960,790
14020,"$75,000 under $100,000",840,140,650,50,580,2060,570
14020,"$100,000 under $200,000",980,110,860,**,690,2560,730
14020,"$200,000 or more",130,**,110,**,110,330,90
,,,,,,,,
14024,,710,320,310,70,430,"1,380",400
14024,"$1 under $25,000",250,180,40,30,140,320,70
14024,"$25,000 under $50,000",180,90,60,40,110,330,90
14024,"$50,000 under $75,000",130,50,80,**,80,300,90
14024,"$75,000 under $100,000",70,**,60,**,50,210,80
14024,"$100,000 under $200,000",80,**,70,0,50,220,70
14024,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14025,,"1,550",710,700,100,990,"2,860",780
14025,"$1 under $25,000",420,340,40,30,240,390,80
14025,"$25,000 under $50,000",360,220,90,40,220,570,120
14025,"$50,000 under $75,000",260,100,140,30,170,520,120
14025,"$75,000 under $100,000",200,30,150,**,140,480,140
14025,"$100,000 under $200,000",260,20,240,**,180,770,270
14025,"$200,000 or more",50,**,40,**,40,130,50
,,,,,,,,
14026,,440,220,170,30,260,740,180
14026,"$1 under $25,000",130,100,**,**,70,130,**
14026,"$25,000 under $50,000",120,80,40,30,60,180,50
14026,"$50,000 under $75,000",70,40,30,**,50,140,40
14026,"$75,000 under $100,000",50,**,40,**,30,120,40
14026,"$100,000 under $200,000",70,**,60,0,50,170,50
14026,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14028,,730,340,320,70,490,"1,360",370
14028,"$1 under $25,000",250,190,30,30,140,290,70
14028,"$25,000 under $50,000",170,90,60,40,110,300,70
14028,"$50,000 under $75,000",130,40,80,**,90,290,80
14028,"$75,000 under $100,000",70,20,50,**,60,180,60
14028,"$100,000 under $200,000",110,**,100,**,90,300,90
14028,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14030,,710,320,300,70,470,"1,340",370
14030,"$1 under $25,000",240,170,40,30,150,300,60
14030,"$25,000 under $50,000",190,90,70,40,120,350,90
14030,"$50,000 under $75,000",130,60,70,**,90,290,90
14030,"$75,000 under $100,000",80,**,60,0,50,200,60
14030,"$100,000 under $200,000",70,**,60,**,60,200,70
14030,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14031,,"4,990","2,410","2,260",260,"2,980","9,210","2,550"
14031,"$1 under $25,000",1580,1340,150,80,770,1320,160
14031,"$25,000 under $50,000",910,570,240,80,490,1370,230
14031,"$50,000 under $75,000",620,270,290,40,380,1210,310
14031,"$75,000 under $100,000",530,110,380,30,350,1250,340
14031,"$100,000 under $200,000",840,80,740,30,570,2420,840
14031,"$200,000 or more",510,40,460,**,420,1640,670
,,,,,,,,
14032,,"4,310","1,810","2,210",210,"2,710","8,870","3,030"
14032,"$1 under $25,000",1240,1100,90,40,650,780,110
14032,"$25,000 under $50,000",600,370,160,50,350,960,210
14032,"$50,000 under $75,000",440,160,230,40,280,920,250
14032,"$75,000 under $100,000",430,90,290,40,280,1080,370
14032,"$100,000 under $200,000",990,60,880,40,660,3100,1230
14032,"$200,000 or more",610,30,560,**,490,2030,860
,,,,,,,,
14033,,"1,180",550,540,60,750,"2,170",570
14033,"$1 under $25,000",290,240,30,**,170,270,40
14033,"$25,000 under $50,000",270,170,70,60,160,410,90
14033,"$50,000 under $75,000",200,80,100,**,130,400,100
14033,"$75,000 under $100,000",140,30,100,**,90,330,90
14033,"$100,000 under $200,000",230,30,200,**,160,630,200
14033,"$200,000 or more",50,**,40,**,40,130,50
,,,,,,,,
14034,,860,420,350,80,540,"1,570",430
14034,"$1 under $25,000",300,220,50,30,170,370,90
14034,"$25,000 under $50,000",220,120,60,50,130,380,110
14034,"$50,000 under $75,000",160,60,90,**,120,340,90
14034,"$75,000 under $100,000",100,20,80,**,70,250,70
14034,"$100,000 under $200,000",80,**,70,0,50,230,70
14034,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14036,,"2,410","1,150","1,060",170,"1,390","4,390","1,130"
14036,"$1 under $25,000",780,600,110,60,380,810,130
14036,"$25,000 under $50,000",630,350,190,70,350,1070,260
14036,"$50,000 under $75,000",400,150,220,40,240,860,230
14036,"$75,000 under $100,000",270,50,220,**,180,700,210
14036,"$100,000 under $200,000",290,**,280,**,210,840,270
14036,"$200,000 or more",40,**,40,**,30,110,30
,,,,,,,,
14037,,620,300,280,40,410,"1,080",290
14037,"$1 under $25,000",210,160,40,**,120,210,40
14037,"$25,000 under $50,000",140,80,40,40,90,220,50
14037,"$50,000 under $75,000",90,60,40,**,70,180,60
14037,"$75,000 under $100,000",70,**,60,**,50,160,40
14037,"$100,000 under $200,000",110,**,100,**,80,310,100
14037,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14040,,"1,080",480,490,80,710,"1,980",510
14040,"$1 under $25,000",380,270,60,40,210,450,90
14040,"$25,000 under $50,000",240,120,80,40,150,410,90
14040,"$50,000 under $75,000",170,60,100,**,130,350,90
14040,"$75,000 under $100,000",120,30,100,**,90,310,90
14040,"$100,000 under $200,000",170,**,150,**,130,460,150
14040,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14041,,110,60,30,0,80,190,60
14041,"$1 under $25,000",40,30,**,0,30,70,30
14041,"$25,000 under $50,000",40,30,30,0,30,60,30
14041,"$50,000 under $75,000",30,**,**,0,20,60,**
14041,"$75,000 under $100,000",**,**,**,0,**,**,**
14041,"$100,000 under $200,000",**,**,**,0,**,**,**
14041,"$200,000 or more",0,0,0,0,0,0,0
,,,,,,,,
14042,,"1,680",760,710,200,"1,060","3,330","1,010"
14042,"$1 under $25,000",660,440,120,100,390,940,260
14042,"$25,000 under $50,000",480,230,170,70,270,970,310
14042,"$50,000 under $75,000",290,70,200,30,210,730,240
14042,"$75,000 under $100,000",140,20,120,**,100,360,90
14042,"$100,000 under $200,000",110,**,100,**,90,330,110
14042,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14043,,"13,110","7,290","4,390","1,200","7,540","21,630","5,050"
14043,"$1 under $25,000",4400,3440,500,420,2280,4900,890
14043,"$25,000 under $50,000",3730,2390,760,470,2050,5680,1210
14043,"$50,000 under $75,000",2200,1000,950,210,1350,4120,970
14043,"$75,000 under $100,000",1370,280,990,70,900,3200,840
14043,"$100,000 under $200,000",1310,180,1110,30,880,3490,1080
14043,"$200,000 or more",100,**,80,**,80,240,60
,,,,,,,,
14047,,"3,190","1,550","1,320",270,"1,860","5,720","1,500"
14047,"$1 under $25,000",1000,780,120,80,500,1090,220
14047,"$25,000 under $50,000",760,450,180,110,390,1250,320
14047,"$50,000 under $75,000",540,220,260,50,360,1050,260
14047,"$75,000 under $100,000",370,60,290,30,260,900,240
14047,"$100,000 under $200,000",440,40,400,**,290,1220,390
14047,"$200,000 or more",80,**,70,0,60,210,70
,,,,,,,,
14048,,"6,430","3,280","1,930","1,110","3,130","11,670","3,590"
14048,"$1 under $25,000",3010,1950,340,670,1190,4670,1580
14048,"$25,000 under $50,000",1680,850,440,350,840,3120,1010
14048,"$50,000 under $75,000",790,320,390,60,460,1530,350
14048,"$75,000 under $100,000",470,100,350,30,310,1110,290
14048,"$100,000 under $200,000",420,60,370,**,280,1090,310
14048,"$200,000 or more",60,**,40,**,50,150,50
,,,,,,,,
14051,,"10,330","4,600","5,010",530,"6,380","19,970","6,000"
14051,"$1 under $25,000",2840,2500,230,90,1570,1990,270
14051,"$25,000 under $50,000",1410,920,310,140,790,2120,420
14051,"$50,000 under $75,000",1100,520,420,110,700,2060,540
14051,"$75,000 under $100,000",1090,290,680,80,700,2450,680
14051,"$100,000 under $200,000",2610,280,2210,80,1650,7450,2630
14051,"$200,000 or more",1280,90,1160,30,970,3900,1460
,,,,,,,,
14052,,"9,040","4,280","4,060",580,"5,640","16,670","4,600"
14052,"$1 under $25,000",2700,2300,250,130,1430,2260,290
14052,"$25,000 under $50,000",1660,1040,390,190,980,2520,490
14052,"$50,000 under $75,000",1220,530,540,110,810,2350,600
14052,"$75,000 under $100,000",1000,200,700,80,680,2420,720
14052,"$100,000 under $200,000",1890,160,1670,70,1290,5440,1890
14052,"$200,000 or more",570,50,510,**,450,1680,610
,,,,,,,,
14054,,620,260,290,40,360,"1,230",370
14054,"$1 under $25,000",180,130,30,**,80,210,40
14054,"$25,000 under $50,000",170,90,50,40,110,330,110
14054,"$50,000 under $75,000",110,40,70,**,70,240,70
14054,"$75,000 under $100,000",80,**,60,**,50,210,70
14054,"$100,000 under $200,000",80,0,80,**,50,240,80
14054,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14055,,690,310,320,40,470,"1,260",310
14055,"$1 under $25,000",210,160,30,**,130,200,**
14055,"$25,000 under $50,000",170,90,60,40,110,320,110
14055,"$50,000 under $75,000",120,40,60,**,80,240,60
14055,"$75,000 under $100,000",80,20,70,**,60,190,50
14055,"$100,000 under $200,000",110,**,100,**,90,310,90
14055,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14057,,"4,070","1,920","1,790",330,"2,660","7,510","2,080"
14057,"$1 under $25,000",1280,1030,140,110,720,1290,290
14057,"$25,000 under $50,000",870,500,250,110,560,1460,340
14057,"$50,000 under $75,000",600,240,290,60,410,1210,320
14057,"$75,000 under $100,000",470,90,350,30,330,1170,350
14057,"$100,000 under $200,000",740,60,660,20,540,2060,670
14057,"$200,000 or more",110,**,100,**,100,320,110
,,,,,,,,
14058,,990,410,480,100,640,"1,990",610
14058,"$1 under $25,000",300,230,40,30,160,340,90
14058,"$25,000 under $50,000",250,110,80,70,150,490,160
14058,"$50,000 under $75,000",190,50,130,**,140,470,150
14058,"$75,000 under $100,000",120,20,100,**,90,310,90
14058,"$100,000 under $200,000",130,**,130,**,100,380,120
14058,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14059,,"5,050","2,380","2,330",250,"3,350","9,110","2,240"
14059,"$1 under $25,000",1470,1200,170,80,830,1320,190
14059,"$25,000 under $50,000",1000,620,270,80,650,1520,250
14059,"$50,000 under $75,000",720,320,320,50,500,1350,310
14059,"$75,000 under $100,000",600,140,430,40,420,1370,350
14059,"$100,000 under $200,000",1010,70,920,**,740,2810,880
14059,"$200,000 or more",250,30,220,**,210,740,260
,,,,,,,,
14060,,180,80,80,0,110,350,90
14060,"$1 under $25,000",60,40,**,0,40,80,**
14060,"$25,000 under $50,000",50,40,40,0,30,110,50
14060,"$50,000 under $75,000",40,**,20,0,20,90,40
14060,"$75,000 under $100,000",30,**,20,0,20,70,**
14060,"$100,000 under $200,000",**,**,**,0,**,**,**
14060,"$200,000 or more",**,**,**,0,**,**,**
,,,,,,,,
14062,,"1,560",700,650,140,920,"2,840",730
14062,"$1 under $25,000",620,400,120,70,310,810,180
14062,"$25,000 under $50,000",380,190,120,50,220,680,180
14062,"$50,000 under $75,000",250,70,150,20,150,540,140
14062,"$75,000 under $100,000",160,40,120,**,120,390,100
14062,"$100,000 under $200,000",150,**,140,**,120,420,130
14062,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14063,,"5,030","2,470","1,990",490,"2,780","9,120","2,470"
14063,"$1 under $25,000",1820,1350,230,220,760,2240,550
14063,"$25,000 under $50,000",1100,620,290,160,570,1890,510
14063,"$50,000 under $75,000",720,290,340,70,460,1430,370
14063,"$75,000 under $100,000",560,120,400,40,380,1300,340
14063,"$100,000 under $200,000",710,90,630,**,510,1920,580
14063,"$200,000 or more",120,**,100,**,100,340,120
,,,,,,,,
14065,,770,340,340,80,530,"1,620",560
14065,"$1 under $25,000",300,200,60,40,190,470,170
14065,"$25,000 under $50,000",200,90,70,40,140,430,150
14065,"$50,000 under $75,000",140,50,90,**,110,350,120
14065,"$75,000 under $100,000",80,**,70,**,50,230,80
14065,"$100,000 under $200,000",50,**,50,0,40,140,40
14065,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14066,,470,230,190,50,310,920,280
14066,"$1 under $25,000",170,130,20,20,90,230,70
14066,"$25,000 under $50,000",140,70,50,30,90,270,80
14066,"$50,000 under $75,000",80,30,50,**,50,190,60
14066,"$75,000 under $100,000",50,**,40,**,50,150,50
14066,"$100,000 under $200,000",30,**,30,0,30,80,20
14066,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14067,,"2,460","1,170","1,030",230,"1,590","4,520","1,210"
14067,"$1 under $25,000",870,620,150,90,500,1060,230
14067,"$25,000 under $50,000",630,350,170,90,400,1070,260
14067,"$50,000 under $75,000",390,130,230,50,270,860,240
14067,"$75,000 under $100,000",270,40,220,**,190,690,200
14067,"$100,000 under $200,000",270,30,240,**,200,770,280
14067,"$200,000 or more",30,**,20,0,30,70,**
,,,,,,,,
14068,,"3,540","1,670","1,600",200,"2,140","6,630","1,900"
14068,"$1 under $25,000",1040,870,100,60,550,940,180
14068,"$25,000 under $50,000",560,360,130,60,320,860,180
14068,"$50,000 under $75,000",430,220,150,30,270,740,170
14068,"$75,000 under $100,000",410,100,260,30,270,940,270
14068,"$100,000 under $200,000",800,120,680,20,500,2260,780
14068,"$200,000 or more",300,**,280,**,230,890,320
,,,,,,,,
14069,,440,200,180,40,240,770,190
14069,"$1 under $25,000",130,100,**,**,60,130,20
14069,"$25,000 under $50,000",100,50,40,40,50,160,40
14069,"$50,000 under $75,000",70,30,30,**,40,130,30
14069,"$75,000 under $100,000",60,20,40,**,30,140,40
14069,"$100,000 under $200,000",80,**,70,**,60,210,60
14069,"$200,000 or more",**,**,**,**,**,**,**
,,,,,,,,
14070,,"2,250","1,130",740,320,"1,360","4,060","1,220"
14070,"$1 under $25,000",820,590,80,140,450,1060,310
14070,"$25,000 under $50,000",640,350,150,130,380,1170,380
14070,"$50,000 under $75,000",380,140,180,50,250,780,220
